keydevid,companyid,companyname,headline,keydeveventtypeid,eventtype,keydevtoobjectroletypeid,objectroletype,announcedate,announcetime,announcedatetimezone,announceddateutc,enterdate,entertime,entereddateutc,lastmodifieddate,lastmodifieddateutc,mostimportantdateutc,speffectivedate,sptodate,gvkey,sourcetypename,ticker,conm
1881313315.0,27444752.0,"Tesla, Inc.","Tesla, Inc Receives a Shareholder Proposal from New York State and Local Retirement System",156,Investor Activism - Proposal Related,1,Target,2024-04-17,06:27:00,US Eastern Standard Time,2024-04-17 11:27:00,2024-05-17,04:23:00,2024-05-17 08:23:00,2024-06-15 05:34:00,2024-06-15 09:34:00,2024-04-17 10:27:00,2024-06-15 09:45:11,,184996,Other,TSLA,TESLA INC
1878400136.0,29096.0,Alphabet Inc.,"The Future Investment Initiative Institute, FII conference, Oct 29, 2024 through Oct 31, 2024",149,Conferences,8,Participant,2024-04-17,21:07:00,Coordinated Universal Time,2024-04-17 21:07:00,2024-04-17,21:41:00,2024-04-18 01:41:00,2024-10-30 00:33:00,2024-10-30 04:33:00,2024-10-29 00:00:00,2024-10-30 04:45:15,,160329,MULTIPLE,GOOGL,ALPHABET INC
1878400136.0,29096.0,Alphabet Inc.,"The Future Investment Initiative Institute, FII conference, Oct 29, 2024 through Oct 31, 2024",149,Conferences,8,Participant,2024-04-17,21:07:00,Coordinated Universal Time,2024-04-17 21:07:00,2024-04-17,21:41:00,2024-04-18 01:41:00,2024-04-17 21:43:00,2024-04-18 01:43:00,2024-10-29 04:00:00,2024-10-29 00:00:00,2024-10-30 04:45:14,160329,MULTIPLE,GOOGL,ALPHABET INC
1878382233.0,32012.0,"Netflix, Inc.","Netflix, Inc. Presents at 2024 Index Conference, May-16-2024",51,Company Conference Presentations,1,Target,2024-04-17,13:00:00,Coordinated Universal Time,2024-04-17 13:00:00,2024-04-17,15:01:00,2024-04-17 19:01:00,2024-04-17 15:03:00,2024-04-17 19:03:00,2024-05-16 00:00:00,2024-05-16 00:00:00,,147579,GlobeNewswire,NFLX,NETFLIX INC
1878363914.0,32012.0,"Netflix, Inc.","MoffettNathanson LLC, MoffettNathanson's Media, Internet & Communications Conference, May 14, 2024",149,Conferences,8,Participant,2024-04-17,14:00:00,Coordinated Universal Time,2024-04-17 14:00:00,2024-04-17,10:18:00,2024-04-17 14:18:00,2024-05-09 16:19:00,2024-05-09 20:19:00,2024-05-14 04:00:00,2024-05-14 00:00:00,,147579,MULTIPLE,NFLX,NETFLIX INC
1878379862.0,32012.0,"Netflix, Inc.","Rockset, Inc., 2024 Index  Conference, May 16, 2024",149,Conferences,8,Participant,2024-04-17,13:00:00,Coordinated Universal Time,2024-04-17 13:00:00,2024-04-17,14:24:00,2024-04-17 18:24:00,2024-04-17 14:27:00,2024-04-17 18:27:00,2024-05-16 07:00:00,2024-05-16 00:00:00,,147579,GlobeNewswire,NFLX,NETFLIX INC
1878346844.0,84159238.0,Shopify Inc.,"Shopify Inc. to Report Q1, 2024 Results on May 08, 2024",55,Earnings Release Date,1,Target,2024-04-17,00:00:00,Coordinated Universal Time,2024-04-17 00:00:00,2024-04-17,07:53:00,2024-04-17 11:53:00,2024-04-17 07:55:00,2024-04-17 11:55:00,2024-05-08 13:30:00,2024-05-08 00:00:00,,023650,Company Website,SHOP,SHOPIFY INC
1878327497.0,21127.0,Intel Corporation,Intel Brings AI-Platform Innovation to Life at the Olympic Games,23,Client Announcements,1,Target,2024-04-17,08:00:00,Coordinated Universal Time,2024-04-17 08:00:00,2024-04-17,11:39:00,2024-04-17 15:39:00,2024-04-17 11:41:00,2024-04-17 15:41:00,2024-04-17 08:00:00,2024-04-17 15:45:12,,006008,Business Wire,INTC,INTEL CORP
1878345527.0,84159238.0,Shopify Inc.,"Shopify Inc., Q1 2024 Earnings Call, May 08, 2024",48,Earnings Calls,1,Target,2024-04-17,00:00:00,                              .,2024-04-17 00:00:00,2024-04-17,07:44:00,2024-04-17 11:44:00,2024-04-17 07:45:00,2024-04-17 11:45:00,2024-05-08 12:30:00,2024-05-08 00:00:00,,023650,Company Website,SHOP,SHOPIFY INC
1878363914.0,84159238.0,Shopify Inc.,"MoffettNathanson LLC, MoffettNathanson's Media, Internet & Communications Conference, May 14, 2024",149,Conferences,8,Participant,2024-04-17,14:00:00,Coordinated Universal Time,2024-04-17 14:00:00,2024-04-17,10:18:00,2024-04-17 14:18:00,2024-05-09 16:19:00,2024-05-09 20:19:00,2024-05-14 04:00:00,2024-05-14 00:00:00,,023650,MULTIPLE,SHOP,SHOPIFY INC
1878364187.0,18749.0,"Amazon.com, Inc.","Splunk Inc., .Conf24, Jun 11, 2024 through Jun 14, 2024",149,Conferences,8,Participant,2024-04-17,14:06:00,Coordinated Universal Time,2024-04-17 14:06:00,2024-04-17,10:18:00,2024-04-17 14:18:00,2024-06-11 02:03:00,2024-06-11 06:03:00,2024-06-11 07:00:00,2024-06-11 06:15:10,,064768,Company Website,AMZN,AMAZON.COM INC
1878290830.0,25016048.0,Broadcom Inc.,"Cloud Foundry Foundation, Cloud Foundry Day, May 15, 2024",149,Conferences,8,Participant,2024-04-16,16:00:00,Coordinated Universal Time,2024-04-16 16:00:00,2024-04-16,23:26:00,2024-04-17 03:26:00,2024-04-16 23:29:00,2024-04-17 03:29:00,2024-05-15 04:00:00,2024-05-15 00:00:00,,180711,PR Newswire,AVGO,BROADCOM INC
1878272768.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc., Q1 2024 Earnings Call, Apr 30, 2024",48,Earnings Calls,1,Target,2024-04-16,20:19:00,                              .,2024-04-17 01:19:00,2024-04-16,21:32:00,2024-04-17 01:32:00,2024-04-16 21:33:00,2024-04-17 01:33:00,2024-04-30 21:00:00,2024-04-30 00:00:00,,001161,Company Website,AMD,ADVANCED MICRO DEVICES
1878321067.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. Expands Commercial AI PC Portfolio to Deliver Leadership Performance Across Professional Mobile and Desktop Systems",41,Product-Related Announcements,1,Target,2024-04-16,13:00:00,Coordinated Universal Time,2024-04-16 13:00:00,2024-04-17,12:01:00,2024-04-17 16:01:00,2024-04-17 12:03:00,2024-04-17 16:03:00,2024-04-16 13:00:00,2024-04-17 16:15:12,,001161,GlobeNewswire,AMD,ADVANCED MICRO DEVICES
1878234818.0,168864.0,"Advanced Micro Devices, Inc.",National Association of Corporate Directors Announces Management Appointments,16,Executive/Board Changes - Other,1,Target,2024-04-16,10:00:00,Coordinated Universal Time,2024-04-16 10:00:00,2024-04-16,08:42:00,2024-04-16 12:42:00,2024-04-16 08:45:00,2024-04-16 12:45:00,2024-04-16 10:00:00,2024-04-16 12:45:11,,001161,PR Newswire,AMD,ADVANCED MICRO DEVICES
1878272784.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. to Report Q1, 2024 Results on Apr 30, 2024",55,Earnings Release Date,1,Target,2024-04-16,20:15:00,Coordinated Universal Time,2024-04-16 20:15:00,2024-04-16,21:26:00,2024-04-17 01:26:00,2024-04-16 21:29:00,2024-04-17 01:29:00,2024-04-30 16:30:00,2024-04-30 00:00:00,,001161,GlobeNewswire,AMD,ADVANCED MICRO DEVICES
1878240644.0,84159238.0,Shopify Inc.,BARK Expands Relationship with Shopify to Drive Growth and Operational Efficiencies,23,Client Announcements,1,Target,2024-04-16,12:00:00,Coordinated Universal Time,2024-04-16 12:00:00,2024-04-16,09:47:00,2024-04-16 13:47:00,2024-04-16 09:49:00,2024-04-16 13:49:00,2024-04-16 12:00:00,2024-04-16 14:00:19,,023650,Business Wire,SHOP,SHOPIFY INC
1878287472.0,21835.0,Microsoft Corporation,"Sprinklr, Inc., the EDGE of AI, May 07, 2024 through May 09, 2024",149,Conferences,8,Participant,2024-04-16,00:00:00,Coordinated Universal Time,2024-04-16 00:00:00,2024-04-16,22:29:00,2024-04-17 02:29:00,2024-04-16 22:31:00,2024-04-17 02:31:00,2024-05-07 04:00:00,2024-05-07 00:00:00,,012141,Company Website,MSFT,MICROSOFT CORP
1878303803.0,21835.0,Microsoft Corporation,"IGEL Technology GmbH, IGEL DISRUPT 24, Apr 29, 2024 through May 01, 2024",149,Conferences,11,Sponsor,2024-04-16,13:00:00,Coordinated Universal Time,2024-04-16 13:00:00,2024-04-17,01:13:00,2024-04-17 05:13:00,2024-04-17 01:15:00,2024-04-17 05:15:00,2024-04-29 04:00:00,2024-04-29 00:00:00,,012141,PR Newswire,MSFT,MICROSOFT CORP
1878289048.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at THE EDGE OF AI, May-07-2024",51,Company Conference Presentations,1,Target,2024-04-16,00:00:00,Coordinated Universal Time,2024-04-16 00:00:00,2024-04-16,23:01:00,2024-04-17 03:01:00,2024-04-16 23:03:00,2024-04-17 03:03:00,2024-05-07 00:00:00,2024-05-07 00:00:00,,012141,Company Website,MSFT,MICROSOFT CORP
1878245559.0,21835.0,Microsoft Corporation,Nasuni Empowers Customers to Unlock Critical Data Insights with Microsoft Copilot AI,23,Client Announcements,1,Target,2024-04-16,12:00:00,Coordinated Universal Time,2024-04-16 12:00:00,2024-04-16,12:11:00,2024-04-16 16:11:00,2024-04-16 12:13:00,2024-04-16 16:13:00,2024-04-16 12:00:00,2024-04-16 16:15:13,,012141,PR Newswire Europe,MSFT,MICROSOFT CORP
1878246910.0,27444752.0,"Tesla, Inc.","Tesla, Inc. Reduces Headcount by More Than 10% Globally",21,Discontinued Operations/Downsizings,1,Target,2024-04-16,10:07:00,Coordinated Universal Time,2024-04-16 10:07:00,2024-04-16,13:31:00,2024-04-16 17:31:00,2024-04-16 13:33:00,2024-04-16 17:33:00,2024-04-16 10:07:00,2024-04-16 17:45:11,,184996,SEC Form 8k,TSLA,TESLA INC
1878246893.0,27444752.0,"Tesla, Inc.","Tesla, Inc. Announces Resignation of Andrew Baglino, Senior Vice President, Powertrain and Energy Engineering",16,Executive/Board Changes - Other,1,Target,2024-04-16,10:07:00,Coordinated Universal Time,2024-04-16 10:07:00,2024-04-16,13:24:00,2024-04-16 17:24:00,2024-04-16 13:25:00,2024-04-16 17:25:00,2024-04-16 10:07:00,2024-04-16 17:30:14,,184996,SEC Form 8k,TSLA,TESLA INC
1878241498.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at International Hotel Technology Forum, Apr-16-2024",51,Company Conference Presentations,1,Target,2024-04-16,11:43:00,                              .,2024-04-16 16:43:00,2024-04-16,10:01:00,2024-04-16 14:01:00,2024-04-16 10:03:00,2024-04-16 14:03:00,2024-04-16 00:00:00,2024-04-16 14:15:08,,064768,PR Newswire Europe,AMZN,AMAZON.COM INC
1878319679.0,21127.0,Intel Corporation,"Seekr Technologies and Intel Collaborate to Deliver Trusted, Responsible Ai Solutions for Enterprise Customers",22,Strategic Alliances,1,Target,2024-04-16,13:00:00,Coordinated Universal Time,2024-04-16 13:00:00,2024-04-17,11:39:00,2024-04-17 15:39:00,2024-04-17 11:41:00,2024-04-17 15:41:00,2024-04-16 13:00:00,2024-04-17 15:45:12,,006008,GlobeNewswire,INTC,INTEL CORP
1878303803.0,25016048.0,Broadcom Inc.,"IGEL Technology GmbH, IGEL DISRUPT 24, Apr 29, 2024 through May 01, 2024",149,Conferences,8,Participant,2024-04-16,13:00:00,Coordinated Universal Time,2024-04-16 13:00:00,2024-04-17,01:13:00,2024-04-17 05:13:00,2024-04-17 01:15:00,2024-04-17 05:15:00,2024-04-29 04:00:00,2024-04-29 00:00:00,,180711,PR Newswire,AVGO,BROADCOM INC
1878303803.0,25016048.0,Broadcom Inc.,"IGEL Technology GmbH, IGEL DISRUPT 24, Apr 29, 2024 through May 01, 2024",149,Conferences,11,Sponsor,2024-04-16,13:00:00,Coordinated Universal Time,2024-04-16 13:00:00,2024-04-17,01:13:00,2024-04-17 05:13:00,2024-04-17 01:15:00,2024-04-17 05:15:00,2024-04-29 04:00:00,2024-04-29 00:00:00,,180711,PR Newswire,AVGO,BROADCOM INC
1878293821.0,25016048.0,Broadcom Inc.,"Broadcom Inc. Presents at Cloud Foundry Day, May-15-2024",51,Company Conference Presentations,1,Target,2024-04-16,16:00:00,Coordinated Universal Time,2024-04-16 16:00:00,2024-04-17,00:01:00,2024-04-17 04:01:00,2024-04-17 00:03:00,2024-04-17 04:03:00,2024-05-15 00:00:00,2024-05-15 00:00:00,,180711,PR Newswire,AVGO,BROADCOM INC
1878214294.0,21835.0,Microsoft Corporation,Group 42 Holding Ltd announced that it has received AED 5.5 billion in funding from Microsoft Corporation,83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-04-16,02:19:00,2024-04-16 06:19:00,2024-12-09 06:10:00,2024-12-09 11:10:00,2024-04-15 00:00:00,2024-12-09 11:15:08,2024-12-09 11:30:07,012141,Capital IQ Transaction Database,MSFT,MICROSOFT CORP
1878214294.0,21835.0,Microsoft Corporation,Group 42 Holding Ltd announced that it has received AED 5.5 billion in funding from Microsoft Corporation,83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-04-16,02:19:00,2024-04-16 06:19:00,2024-12-09 06:19:00,2024-12-09 11:19:00,2024-04-15 00:00:00,2024-12-09 11:30:08,,012141,Capital IQ Transaction Database,MSFT,MICROSOFT CORP
1880982384.0,18749.0,"Amazon.com, Inc.","Amazon Seller Services Private Limited announced that it has received INR 16.6 billion in funding from Amazon.com, Inc., Amazon Corporate Holdings Pvt. Ltd.",83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-05-14,06:06:00,2024-05-14 10:06:00,2024-05-14 06:09:00,2024-05-14 10:09:00,2024-04-15 00:00:00,2024-05-14 10:15:12,2024-05-14 11:00:16,064768,Capital IQ Transaction Database,AMZN,AMAZON.COM INC
1878214294.0,21835.0,Microsoft Corporation,Group 42 Holding Ltd announced that it expects to receive $1.5 billion in funding from Microsoft Corporation,83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-04-16,02:19:00,2024-04-16 06:19:00,2024-04-16 02:25:00,2024-04-16 06:25:00,2024-04-15 00:00:00,2024-04-16 06:30:14,2024-04-16 06:45:10,012141,Capital IQ Transaction Database,MSFT,MICROSOFT CORP
1878214294.0,21835.0,Microsoft Corporation,Group 42 Holding Ltd announced that it expects to receive $1.5 billion in funding from Microsoft Corporation,83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-04-16,02:19:00,2024-04-16 06:19:00,2024-04-16 02:44:00,2024-04-16 06:44:00,2024-04-15 00:00:00,2024-04-16 06:45:11,2024-12-09 11:15:07,012141,Capital IQ Transaction Database,MSFT,MICROSOFT CORP
1878229233.0,24321.0,Adobe Inc.,Adobe Previews Breakthrough AI Innovations to Advance Professional Video Workflows Within Adobe Premiere Pro,41,Product-Related Announcements,1,Target,2024-04-15,13:00:00,Coordinated Universal Time,2024-04-15 13:00:00,2024-04-17,09:26:00,2024-04-17 13:26:00,2024-04-17 09:27:00,2024-04-17 13:27:00,2024-04-15 13:00:00,2024-04-17 13:30:13,,012540,Business Wire,ADBE,ADOBE INC
1878175543.0,43580005.0,Palantir Technologies Inc.,"Palantir Technologies Inc., Q1 2024 Earnings Call, May 06, 2024",48,Earnings Calls,1,Target,2024-04-15,20:05:00,Coordinated Universal Time,2024-04-15 20:05:00,2024-04-15,16:53:00,2024-04-15 20:53:00,2024-04-15 16:55:00,2024-04-15 20:55:00,2024-05-06 21:00:00,2024-05-06 00:00:00,,036910,MULTIPLE,PLTR,PALANTIR TECHNOLOG INC
1878175701.0,43580005.0,Palantir Technologies Inc.,"Palantir Technologies Inc. to Report Q1, 2024 Results on May 06, 2024",55,Earnings Release Date,1,Target,2024-04-15,20:05:00,Coordinated Universal Time,2024-04-15 20:05:00,2024-04-15,16:52:00,2024-04-15 20:52:00,2024-04-15 16:55:00,2024-04-15 20:55:00,2024-05-06 20:00:00,2024-05-06 00:00:00,,036910,Business Wire,PLTR,PALANTIR TECHNOLOG INC
1880982384.0,18749.0,"Amazon.com, Inc.","Amazon Seller Services Private Limited announced that it has received INR 16.6 billion in funding from Amazon.com, Inc., Amazon Corporate Holdings Pvt. Ltd.",83,Private Placements,3,Buyer,2024-04-15,00:00:00,                              .,2024-04-15 00:00:00,2024-05-14,06:06:00,2024-05-14 10:06:00,2024-05-14 06:52:00,2024-05-14 10:52:00,2024-04-15 00:00:00,2024-05-14 11:00:17,,064768,Capital IQ Transaction Database,AMZN,AMAZON.COM INC
1878063281.0,122917.0,"Salesforce, Inc.",Salesforce Reportedly in Advanced Talks to Buy Informatica,65,M&A Rumors and Discussions,1,Target,2024-04-12,00:00:00,                              .,2024-04-12 00:00:00,2024-04-13,07:40:00,2024-04-13 11:40:00,2024-04-13 07:41:00,2024-04-13 11:41:00,2024-04-12 00:00:00,2024-04-13 11:45:11,,157855,Thomson Reuters,CRM,SALESFORCE INC
1929160778.0,29096.0,Alphabet Inc.,"Alphabet Inc. Presents at Rome Conference on AI, Ethics, and the Future of Corporate Governance, Apr-12-2024",51,Company Conference Presentations,1,Target,2024-04-12,00:00:00,Coordinated Universal Time,2024-04-12 00:00:00,2025-01-30,09:00:00,2025-01-30 14:00:00,2025-01-30 09:04:00,2025-01-30 14:04:00,2024-04-12 00:00:00,2025-01-30 14:15:15,,160329,Company Website,GOOGL,ALPHABET INC
1877959434.0,32307.0,NVIDIA Corporation,Zakeke Joins NVIDIA Inception Program,23,Client Announcements,1,Target,2024-04-12,12:32:00,Coordinated Universal Time,2024-04-12 12:32:00,2024-04-12,21:23:00,2024-04-13 01:23:00,2024-04-12 21:25:00,2024-04-13 01:25:00,2024-04-12 12:32:00,2024-04-13 01:30:15,,117768,PR Newswire,NVDA,NVIDIA CORP
1877960108.0,32307.0,NVIDIA Corporation,Genie AI Partners Up with NVIDIA,23,Client Announcements,1,Target,2024-04-12,18:27:00,Coordinated Universal Time,2024-04-12 18:27:00,2024-04-12,21:23:00,2024-04-13 01:23:00,2024-04-12 21:25:00,2024-04-13 01:25:00,2024-04-12 18:27:00,2024-04-13 01:30:15,,117768,GlobeNewswire,NVDA,NVIDIA CORP
1878153238.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from Jing Zhao,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,06:45:00,2024-04-15 10:45:00,2024-04-15 06:45:00,2024-04-15 10:45:00,2024-04-11 10:04:00,2024-04-15 11:00:21,,064768,Other,AMZN,AMAZON.COM INC
1878043884.0,32307.0,NVIDIA Corporation,Monogram Orthopaedics Inc. Joins NVIDIA Inception Program,23,Client Announcements,1,Target,2024-04-11,17:20:00,Coordinated Universal Time,2024-04-11 17:20:00,2024-04-13,06:13:00,2024-04-13 10:13:00,2024-04-13 06:15:00,2024-04-13 10:15:00,2024-04-11 17:20:00,2024-04-13 10:15:11,,117768,Other,NVDA,NVIDIA CORP
1877823471.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc., Annual General Meeting, May 22, 2024",62,Annual General Meeting,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-11,06:25:00,2024-04-11 10:25:00,2024-04-11 06:27:00,2024-04-11 10:27:00,2024-05-22 16:00:00,2024-05-22 00:00:00,,064768,SEC Form DEF 14A,AMZN,AMAZON.COM INC
1878153440.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from National Center for Public Policy Research,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,06:56:00,2024-04-15 10:56:00,2024-04-15 06:56:00,2024-04-15 10:56:00,2024-04-11 10:04:00,2024-04-15 11:00:21,,064768,Other,AMZN,AMAZON.COM INC
1878153759.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from American Baptist Home Mission Society,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,07:10:00,2024-04-15 11:10:00,2024-04-15 07:11:00,2024-04-15 11:11:00,2024-04-11 10:04:00,2024-04-15 11:15:11,,064768,Other,AMZN,AMAZON.COM INC
1878154475.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from The Province of Saint Joseph of the Capuchin Order,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,07:31:00,2024-04-15 11:31:00,2024-04-15 07:31:00,2024-04-15 11:31:00,2024-04-11 10:04:00,2024-04-15 11:45:08,,064768,Other,AMZN,AMAZON.COM INC
1878157521.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from The American Family Association,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,09:18:00,2024-04-15 13:18:00,2024-04-15 09:18:00,2024-04-15 13:18:00,2024-04-11 10:04:00,2024-04-15 13:30:13,,064768,Other,AMZN,AMAZON.COM INC
1878158124.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from International Brotherhood of Teamsters General Fund,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,09:43:00,2024-04-15 13:43:00,2024-04-15 09:43:00,2024-04-15 13:43:00,2024-04-11 10:04:00,2024-04-15 13:45:09,,064768,Other,AMZN,AMAZON.COM INC
1878158352.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from Catherine Donnelly Foundation,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,10:01:00,2024-04-15 14:01:00,2024-04-15 10:01:00,2024-04-15 14:01:00,2024-04-11 10:04:00,2024-04-15 14:15:11,,064768,Other,AMZN,AMAZON.COM INC
1878158526.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from Green Century Capital Management,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,10:11:00,2024-04-15 14:11:00,2024-04-15 10:11:00,2024-04-15 14:11:00,2024-04-11 10:04:00,2024-04-15 14:15:11,,064768,Other,AMZN,AMAZON.COM INC
1878158795.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from John Harrington,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,10:30:00,2024-04-15 14:30:00,2024-04-15 10:30:00,2024-04-15 14:30:00,2024-04-11 10:04:00,2024-04-15 14:30:15,,064768,Other,AMZN,AMAZON.COM INC
1878304378.0,168864.0,"Advanced Micro Devices, Inc.","Fireworks.ai, Inc. announced that it expects to receive $49.999981 million in funding",83,Private Placements,3,Buyer,2024-04-11,00:00:00,                              .,2024-04-11 00:00:00,2024-04-17,01:14:00,2024-04-17 05:14:00,2024-04-17 01:15:00,2024-04-17 05:15:00,2024-04-11 00:00:00,2024-04-17 05:15:12,,001161,Capital IQ Transaction Database,AMD,ADVANCED MICRO DEVICES
1877849873.0,21835.0,Microsoft Corporation,"Microsoft Corporation expected to report Fiscal Year 2024 results on July 25, 2024.",144,Estimated Earnings Release Date (S&P Global Derived),1,Target,2024-04-11,00:00:00,                              .,2024-04-11 00:00:00,2024-04-11,16:32:00,2024-04-11 20:32:00,2024-04-11 16:33:00,2024-04-11 20:33:00,2024-07-25 00:00:00,2024-07-25 00:00:00,,012141,Capital IQ Expected Earnings Database,MSFT,MICROSOFT CORP
1877848734.0,21835.0,Microsoft Corporation,"Microsoft Corporation to Report Q3, 2024 Results on Apr 25, 2024",55,Earnings Release Date,1,Target,2024-04-11,20:12:00,Coordinated Universal Time,2024-04-11 20:12:00,2024-04-11,16:23:00,2024-04-11 20:23:00,2024-04-11 16:25:00,2024-04-11 20:25:00,2024-04-25 20:00:00,2024-04-25 00:00:00,,012141,PR Newswire,MSFT,MICROSOFT CORP
1877849468.0,21835.0,Microsoft Corporation,"Microsoft Corporation, Q3 2024 Earnings Call, Apr 25, 2024",48,Earnings Calls,1,Target,2024-04-11,20:12:00,Coordinated Universal Time,2024-04-11 20:12:00,2024-04-11,16:44:00,2024-04-11 20:44:00,2024-04-11 16:45:00,2024-04-11 20:45:00,2024-04-25 21:30:00,2024-04-25 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1878159216.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from National Legal and Policy Center,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,10:45:00,2024-04-15 14:45:00,2024-04-15 10:45:00,2024-04-15 14:45:00,2024-04-11 10:04:00,2024-04-15 15:00:21,,064768,Other,AMZN,AMAZON.COM INC
1878159399.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from AFL-CIO Equity Index Funds,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,11:01:00,2024-04-15 15:01:00,2024-04-15 11:01:00,2024-04-15 15:01:00,2024-04-11 10:04:00,2024-04-15 15:15:08,,064768,Other,AMZN,AMAZON.COM INC
1877838496.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at Life Science Innovation Northwest 2024 Conference, Apr-18-2024 01:50 PM",51,Company Conference Presentations,1,Target,2024-04-11,16:46:00,                              .,2024-04-11 21:46:00,2024-04-11,13:01:00,2024-04-11 17:01:00,2024-04-11 13:03:00,2024-04-11 17:03:00,2024-04-18 20:50:00,2024-04-18 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1878160558.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from Thomas Dadashi Tazehozi,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,11:13:00,2024-04-15 15:13:00,2024-04-15 11:13:00,2024-04-15 15:13:00,2024-04-11 10:04:00,2024-04-15 15:15:08,,064768,Other,AMZN,AMAZON.COM INC
1878166181.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from Stanley Monroe,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-15,14:02:00,2024-04-15 18:02:00,2024-04-15 14:02:00,2024-04-15 18:02:00,2024-04-11 10:04:00,2024-04-15 18:15:11,,064768,Other,AMZN,AMAZON.COM INC
1878233964.0,18749.0,"Amazon.com, Inc.",Amazon.com Receives Shareholder Proposal from PCR Children’s TR FBO Ellen,156,Investor Activism - Proposal Related,1,Target,2024-04-11,10:04:00,Coordinated Universal Time,2024-04-11 10:04:00,2024-04-16,06:39:00,2024-04-16 10:39:00,2024-04-16 06:39:00,2024-04-16 10:39:00,2024-04-11 10:04:00,2024-04-16 11:00:24,,064768,Other,AMZN,AMAZON.COM INC
1877767161.0,21127.0,Intel Corporation,"Aspermont Limited, Future of Mining Perth 2024, Jun 17, 2024 through Jun 18, 2024",149,Conferences,11,Sponsor,2024-04-11,00:00:00,Coordinated Universal Time,2024-04-11 00:00:00,2024-04-10,21:20:00,2024-04-11 01:20:00,2024-04-10 21:21:00,2024-04-11 01:21:00,2024-06-17 04:00:00,2024-06-17 00:00:00,2024-06-19 08:45:11,006008,MULTIPLE,INTC,INTEL CORP
